record_id,combined_text_raw,symptom_text,cause_text,action_text,asset_text,fault_class_text
INC00087592,pompe gasoil en arret le gasoil coule enormement au niveau de la pompe pour le moment les services de gasoil sont arrete la vanne est aussi arrete pour eviter l ecoulement urgence signalee remplacement separateur reparation clapet antisyphon essais ok,pompe gasoil en arret le gasoil coule enormement au niveau de la pompe,,reparation clapet antisyphon,pompe; separateur; clapet anti-syphon,dispenser related issue
INC00061228,le debit de la pompe gazole d attaque tres lent remplacement palette et nettoyage des filtres,le debit de la pompe tres lent,,remplacement des palettes,pompe; jeu de palette; filtre,dispenser related issue
INC00052199,embout de graisse defectueux impossible de graisser intervention faite remplacement de l embout de graisse mise en service test ok,embout de graisse defectueux impossible de graisser,,remplacement embout graisse,embout graisse,car service related issue
INC00087629,le debit de la pompe a gasoil numero 2 de cifm est faible controle nettoyage des filtres,le debit de la pompe est faible,,nettoyage filtres,pompe; filtre,dispenser related issue
INC00090150,pompe super4 et gasoil4 l afficheur ne s allume pas le pistolet pompe super1 claque pistolet pompe gasoil 4 coule resorption fuites sur raccords flexibles gasoil quadro 1 et 2 remplacement bec super 1 remplacement afficheur quadri 2 essais ok,l afficheur ne s allume pas,,remplacement afficheur,pompe; raccord flexible; bec pistolet; afficheur,dispenser related issue
INC00050622,la pompe quadro installe il ya deux jours fonctionne juste sur un seul cote repositionnement inters de buse super 3 et gasoil 3 essais ok,la pompe quadro installe il ya deux jours fonctionne juste sur un seul cote,,repositionnement inter de buse,pompe; inter de buse,dispenser related issue
INC00083163,index illisible sur la pompe urgent svp lampe grillee dans la pompe a remplacer,index illisible sur la pompe,lampe grillee dans la pompe,lampe a remplacer,pompe; totalisateur; lampe,dispenser related issue
INC00054501,debits pompes 5 6 lents pompe gasoil 5 remise en service pompe gasoil 6 filtres nettoyer clapet ris nettoyer,debits pompes lents,,nettoyage clapet ris,filtre; clapet ris,dispenser related issue
INC00086446,pompe gasoil s arrete pendant le service fuite au pistolet remplacement batterie et joint de pistolet essais ok,fuite au pistolet,,remplacement joint pistolet,pompe; batterie; pistolet pompe; joint,dispenser related issue
INC00065498,les pompes ne demarrent pas malgre la presence d energie remplacement des fusibles grilles dans les pompes essais ok panne due a un probleme sur le reseau electrique,les pompes ne demarrent pas malgre la presence d energie,defaut electrique,remplacement fusible,pompe; fusible,dispenser related issue
INC00043939,arret pompe en plein service elle ne demarre plus remplacement du moteur gazoil 3 4,pompe en arret,,remplacement moteur,pompe; moteur,dispenser related issue
INC00048305,quadro super petit cote n aspire pas le produit amorcage de la pompe gasoil et reprogrammation du calculateur super7 8,quadro super petit cote n aspire pas le produit,,reprogrammation calculateur,pompe; calculateur,dispenser related issue
INC00078810,la pompe gasoil 1 debite lentement netoiyage des filtres et reglage couroie,la pompe debite lentement,,reglage courroie,pompe; filtre; courroie,dispenser related issue
INC00079190,entretien preventif des bras de chargements controle technique des bras de chargement,entretien preventif des bras de chargements,,controle technique des bras de chargement,bras de chargement,satam related issue
INC00057849,code erreur sur la quoadro s2s3 g3g4 service en arret sur cette pompe station desormais reduite a 2 pistolets super et un seul gasoil operationnels verifications et remplacement des batteries,service en arret sur la pompe,,remplacement batterie,batterie; pompe,dispenser related issue
INC00077639,la pompe affiche batt error remplacement des batteries et des cosses essais ok,la pompe affiche batt error,batterie defaillante,remplacement des cosses batterie,pompe; batterie; cosse batterie,dispenser related issue
INC00073419,borne a air hors service car fuite d air au niveau du filtre remplacement flexible air et mano assecheur essais ok,borne a air hors service car fuite d air au niveau du filtre,,remplacement mano assecheur,borne a air; filtre; flexible air; mano assecheur,car service related issue
INC00076887,la pompe ronfle mais le produit ne sort pas urgence signalee reamorcage de la pompe ok,la pompe ronfle mais le produit ne sort pas,,amorcage de la pompe,pompe,dispenser related issue
INC00073725,la pompe quadro gasoil 3 une face donne et l autre face ne donne pas et c est la seule pompe qui fonctionne dans la station reprogrammation de la carte igem,la pompe quadro gasoil une face donne et l autre face ne donne pas,,reprogrammation calculateur,pompe; calculateur,dispenser related issue
INC00086175,le flexible super 1 ne s enroule plus reparation enrouleur flexible remplacement flexible essais ok,le flexible ne s enroule plus,,reparation enrouleur flexible,enrouleur flexible; flexible pompe,dispenser related issue
INC00084186,canne a graisse n aspire pas verifications et purge de la canne a graisse,canne a graisse n aspire pas,,purge canne a graisse,canne a graisse,car service related issue
INC00082305,fuite de super dans le moteur remplacement joint de flasque groupe essais ok,fuite de super dans le moteur,,remplacement joint du flasque groupe,moteur; joint du flasque groupe,dispenser related issue
INC00033611,apres les perturbations du groupe electrogene les pompes quadro 2 et 3 ne fonctionnent pas les services sont sont en arrets sur ces pompes de l ilot principal mise sous tension ligne moteur remplacement fusible et nettoyage,apres les perturbations du groupe electrogene les pompes quadro ne fonctionnent pas,,remplacement fusible,pompe; moteur; fusible,dispenser related issue
INC00083162,index illisible sur la pompe urgent svp lampe grillee dans la pompe a remplacer,index illisible sur la pompe,lampe grillee dans la pompe,lampe a remplacer,pompe; totalisateur; lampe,dispenser related issue
INC00074228,pompe super n aspire pas clapets ris a remplacer pour le bon fonctionnement de la pompe,pompe super n aspire pas,,remplacement clapet ris,pompe; clapet ris,dispenser related issue
INC00043697,la pompe super 1 tres lente et s arrete de temps en temps pompe super remise en service,la pompe est tres lente,,pompe remsie en service,pompe,dispenser related issue
INC00063176,quadro 2 les pistolets super ne debitent pas remplacement du bypass,les pistolets ne debitent pas,,remplacement du bypass,pistolet pompe; bypass,dispenser related issue
INC00069986,la pompe duo fait dijoncter la station correction court circuit dans la boite adf de la pompe essais ok,la pompe duo fait dijoncter la station,court circuit dans la boite adf de la pompe,correction court circuit dans la boite adf de la pompe,pompe,dispenser related issue
INC00079083,la console de la jauge electronique n affiche plus les informations besoin de votre assistance reinstallation de la console,la console de la jauge electronique n affiche plus les informations,,reinstallation de la console,console maglink; jauge electronique,tank gauge related issue
INC00088126,le wash est bloque redemarrage jet wash controle des pompes essais ok,le wash est bloque,,redemarrage jet wash controle des pompes,jetwash; pompe,car wash related issue
INC00050229,arret service gasoil sur site l unique pompe gasoil ne fonctionne pas nettoyage des filtres groupe et pistolet nettoyage et reglage by pass controle courroie et reglage essais ok,pompe ne fonctionne pas,,nettoyage filtres,pompe; filtre; groupe de pompage; pistolet pompe; bypass; courroie,dispenser related issue
INC00052690,jetwash completement en arret depuis hier jeudi 09 05 et ne redemarre pas comme apres la derniere declaration verification circuit electrique constat le pupitre est allume mais n affiche pas pupitre a remplacer,jetwash completement en arret depuis hier jeudi 09 05 et ne redemarre pas,defaut pupitre,verification circuit electrique,jetwash; pupitre; circuit electrique,car wash related issue
INC00050163,la pompes super 3 son tuyau est deffectueux il laisse coule le carburant abondament verifications et remplacement du flexible,la pompes super laisse coule le carburant abondament,tuyau est deffectueux,remplacement flexible,flexible pompe,dispenser related issue
INC00058761,pompe super 4 et super 2 en arret urgent reactivation du disjoncteur,pompe en arret,,rearmement disjoncteur,pompe; disjoncteur,electrical fault
INC00077893,absence support pour extincteur ilot piste en bordure de la route verifications et pose support extincteur,absence support pour extincteur ilot piste,,pose support extincteur,accroche extincteur,safety related issue
INC00082310,borne a air en panne remplacement du mano essais ok,borne a air en panne,,remplacement mano de gonflage,borne a air; mano de gonflage,car service related issue
INC00044808,fuite d huile au niveau du moteur du compresseur un appoint d huile est fait sur ce moteur regulierement compresseur a deposer pour reparation,fuite d huile au niveau du moteur du compresseur un appoint d huile est fait sur ce moteur regulierement,,compresseur a deposer pour reparation,compresseur,car service related issue
INC00083750,le mano de pression d air interne du compresseur est defectueux par consequent il tourne sans arret fuites sur la tete du compresseur au niveau du clapet compresseur a deposer pour reparation,le mano de pression d air interne du compresseur est defectueux par consequent il tourne sans arret,fuites sur la tete du compresseur au niveau du clapet,compresseur a deposer pour reparation,mano de pression; compresseur; clapet compresseur,car service related issue
